Numero,Nimi,Valmistaja,Pullokoko,Hinta,Litrahinta,Uutuus,Hinnastojärjestyskoodi,Tyyppi,Alatyyppi,Erityisryhmä,Oluttyyppi,Valmistusmaa,Alue,Vuosikerta,Etikettimerkintöjä,Huomautus,Rypäleet,Luonnehdinta,Pakkaustyyppi,Suljentatyyppi,Alkoholi-%,Hapot g/l,Sokeri g/l,Kantavierrep-%,Väri EBC,Katkerot EBU,Energia kcal/100 ml,Valikoima,EAN
787954,Donut Island Musta Munkki Imperial Stout,Panimoyhtiö Hiisi,"0,33 l",5.89,17.55,,600,oluet,Stout & Porter,ympäristövastuullinen pakkaus,stout & porter,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Ruskeanmusta, täyteläinen, voimakkaasti humaloitu, suklaamaltainen, vadelmahillomunkkinen, paahteinen, mokkainen, yrttinen",pullo,kruunukorkki,9.0,,,21.399999999999999,,81.0,80.0,vakiovalikoima,6430052172402
945748,Fat Lizard 101 California Pale Ale tynnyri,Fat Lizard Brewing Company,20 l,192.95,9.65,,600,oluet,,,ipa,Suomi,,,,Pienpanimo,,"Kullankeltainen, keskitäyteläinen, keskiasteisesti humaloitu, sitruksinen",tynnyri,,5.8,,,13.800000000000001,19.0,31.0,50.0,tilausvalikoima,6430057760000
944678,Fat Lizard 51 Roadkill IPA tynnyri,Fat Lizard Brewing Company,20 l,232.67,11.63,,600,oluet,,,ipa,Suomi,,,,,,"Kuparinruskea, keskitäyteläinen, erittäin voimakkaasti humaloitu, viljainen, hedelmäinen",tynnyri,muu suljenta,6.5,,,17,21.9,65.0,60.0,tilausvalikoima,6430057760062
900177,Fat Lizard Je Suis Saison,Fat Lizard Brewing Company,"0,75 l",14.95,19.93,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Pienpanimo,,"Meripihkankeltainen, samea, keskitäyteläinen, keskiasteisesti humaloitu, viljainen, hedelmäinen, mausteinen",pullo,luonnonkorkki,6.3,,,12.699999999999999,7.4,26.0,50.0,tilausvalikoima,6430057760130
927287,Finlandia Sahti Strong muovipullo,Finlandia Sahti,"0,75 l",12.03,16.04,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Rajallinen säilyvyys. Pienpanimo,,"Ruskea, samea, täyteläinen, makeahko, hedelmäinen, aromikas",muovipullo,muovisuljin,10.0,,,23.899999999999999,,,90.0,tilausvalikoima,6418919000051
923387,Finlandia Sahti muovipullo,Finlandia Sahti,"0,75 l",10.67,14.23,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Rajallinen säilyvyys. Pienpanimo,,"Ruskea, samea, täyteläinen, makeahko, hedelmäinen, aromikas",muovipullo,muovisuljin,8.0,,,21.800000000000001,,,80.0,tilausvalikoima,6418919000044
919642,Fiskarsin Ariana Vehnä,Fiskarsin Panimo,"0,33 l",3.99,11.79,,600,oluet,Vehnäolut,,vehnäolut,Suomi,,,,Saattaa sisältää sakkaa,,"Oljenkeltainen, samea, täyteläinen, voimakkaasti humaloitu, hedelmäinen, viljainen, sitruksinen",pullo,kruunukorkki,6.2,,,14.800000000000001,,14.0,60.0,tilausvalikoima,6430046102491
911356,Fiskarsin Changeling Imperial Pils on Grape Skins & Berries,Fiskarsin Panimo,"0,75 l",26.19,34.92,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Pienpanimo,,"Kirsikanpunainen, keskitäyteläinen, keskiasteisesti humaloitu, aromikas, greippinen, hapankirsikkainen",pullo,kruunukorkki,10.3,,,21,,19.0,80.0,tilausvalikoima,6430046102606
709897,Fiskarsin Floridus,Fiskarsin Panimo,"0,75 l",25.01,33.35,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa,,"Punaruskea, keskitäyteläinen, keskiasteisesti humaloitu, mallasleipäinen, kirsikkainen, kevyen hedelmätorttuinen, viheromenainen, yrttinen, tamminen, hapan",pullo,kruunukorkki,7.7,,,15.300000000000001,,6.0,60.0,erikoiserä,6430046102583
911835,Fiskarsin Foeder One Blaufränkisch Saison,Fiskarsin Panimo,"0,33 l",5.43,16.45,,600,oluet,Erikoisuus,vegaaninen,erikoisuus,Suomi,,,,Pienpanimo,,"Sinipunainen, täyteläinen, miedosti humaloitu, mausteinen, aromikas",pullo,kruunukorkki,7.6,,,16,,15.0,60.0,tilausvalikoima,6430046102453
707494,Fiskarsin Funky Luomu,Fiskarsin Panimo,"0,33 l",3.79,11.18,,600,oluet,Erikoisuus,luomu,erikoisuus,Suomi,,,,Pienpanimo,,"Meripihkanruskea, samea, keskitäyteläinen, keskiasteisesti humaloitu, hedelmäinen, sitruksinen, kevyen mausteinen, hennon paahteinen, vivahteikas",pullo,kruunukorkki,6.5,,,13.6,32.6,21.0,50.0,vakiovalikoima,6430046101722
908665,Fiskarsin Kaksi Kotia Vailla Humalaa,Fiskarsin Panimo,"0,33 l",4.83,14.33,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Pienpanimo,,"Meripihkankeltainen, samea, keskitäyteläinen, aromikas, yrttinen, hapanomenainen",pullo,kruunukorkki,5.6,,,14,,,50.0,tilausvalikoima,6430046101791
701474,Fiskarsin Metsän Henki Kuusenkerkkä-Ale,Fiskarsin Panimo,"0,33 l",3.79,11.18,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Gluteeniton. Pienpanimo,,"Meripihkanruskea, keskitäyteläinen, miedosti humaloitu, mallaskeksinen, sitruksinen, havuinen, kuusenkerkkäinen",pullo,kruunukorkki,4.5,,,11.199999999999999,38.6,18.0,40.0,vakiovalikoima,6430046101661
909558,Fiskarsin Musta Valssi Luomu,Fiskarsin Panimo,"0,33 l",3.78,11.15,,600,oluet,Tumma lager,luomu,tumma lager,Suomi,,,,Pienpanimo,,"Musta, keskitäyteläinen, keskiasteisesti humaloitu, kahvinen, paahtomaltainen, tummasuklainen",pullo,kruunukorkki,5.5,,,12,,40.0,40.0,tilausvalikoima,6430046101821
708934,Fiskarsin Paavin Polku,Fiskarsin Panimo,"0,33 l",4.98,14.79,,600,oluet,Ale,,ale,Suomi,,,,Pienpanimo,,"Meripihkanruskea, samea, täyteläinen, keskiasteisesti humaloitu, hunajamaltainen, kypsän hedelmäinen, kevyen aprikoosinen, mausteinen",pullo,kruunukorkki,9.0,,,19.300000000000001,31.9,25.0,70.0,vakiovalikoima,6430046101739
767204,Fiskarsin Portinvartija Export Porter,Fiskarsin Panimo,"0,33 l",4.78,14.18,,600,oluet,Stout & Porter,,stout & porter,Suomi,,,,Saattaa sisältää sakkaa,,"Mustanruskea, täyteläinen, keskiasteisesti humaloitu, paahtomaltainen, kuivahedelmäinen, suklainen, pähkinäinen, mausteinen",pullo,kruunukorkki,6.2,,,14.4,,23.0,50.0,erikoiserä,6430046102538
959218,Fiskarsin Will O' Wisp Wild Berry Sour,Fiskarsin Panimo,"0,33 l",3.86,11.39,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Pienpanimo,,"Kuparinkeltainen, keskitäyteläinen, miedosti humaloitu, aromikas, greippinen, hedelmäinen",pullo,kruunukorkki,5.2,,,11.699999999999999,,7.0,40.0,tilausvalikoima,6430046102323
727364,Flying Dutchman The Gothic Prince Of Darkness Black Currant Porter,The Flying Dutchman,"0,33 l",4.62,14.0,,600,oluet,Stout & Porter,,stout & porter,Suomi,,,,,,"Tummanruskea, keskitäyteläinen, keskiasteisesti humaloitu, paahtomaltainen, herukkainen, kirsikkainen, kaakaoinen",pullo,kruunukorkki,6.0,,,15.4,,55.0,60.0,erikoiserä,6430060520660
710864,Flying Dutchman Wake The Hell Up You Can Sleep In The Coffin Hazelnut Cappuccino Porter,Flying Dutchman,"0,33 l",5.99,17.85,,600,oluet,Stout & Porter,,stout & porter,Suomi,,,,,,"Ruskeanmusta, täyteläinen, voimakkaasti humaloitu, mallasleipäinen, kuivahedelmäinen, suklainen, siirappinen, pähkinäinen, kahvinen, mausteinen",pullo,kruunukorkki,7.5,,,18.5,,71.0,70.0,erikoiserä,6430060521216
912478,Full Taste #009 Surfin' Hazy Wave NEIPA tölkki,Full Taste Beer,"0,33 l",4.83,14.64,,600,oluet,,,ipa,Suomi,,,,Sisältää sakkaa,,"Kullanruskea, keskitäyteläinen, voimakkaasti humaloitu, hedelmäinen, kaurahiutaleinen, sitruksinen",tölkki,metallipakkaus,5.2,,,12.199999999999999,,43.0,50.0,tilausvalikoima,6430072831037
921205,Full Taste #010 Bright Side NEIPA tölkki,Full Taste Beer,"0,33 l",4.83,14.64,,600,oluet,,,ipa,Suomi,,,,Sisältää sakkaa,,"Kullanruskea, keskitäyteläinen, voimakkaasti humaloitu, hedelmäinen, kaurahiutaleinen, sitruksinen",tölkki,metallipakkaus,5.2,,,11.9,,36.0,40.0,tilausvalikoima,6430072831044
938381,Full Taste #018 Sweet Meadow Sour tölkki,Full Taste Beer,"0,33 l",4.83,14.64,uutuus,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Sisältää sakkaa,,"Keltainen, samea, täyteläinen, miedosti humaloitu, hedelmäinen, yrttinen",tölkki,metallipakkaus,5.2,,,13.1,,14.0,50.0,tilausvalikoima,6430072831235
955126,Hailuodon Märzen Luomu,Hailuodon Panimo,"0,75 l",10.45,13.8,,600,oluet,Lager,luomu,lager,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Meripihkanruskea, täyteläinen, miedosti humaloitu, hedelmäinen, aromikas",pullo,patenttikorkki,6.3,,,15.699999999999999,,23.0,60.0,tilausvalikoima,6430066990108
914668,Hailuodon Pilsneri Luomu,Hailuodon Panimo,"0,75 l",10.38,13.71,,600,oluet,Pils,luomu,pils,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Vaalea, kevyt, voimakkaasti humaloitu, aromikas",pullo,patenttikorkki,5.1,,,11.5,,51.0,40.0,tilausvalikoima,6430066990221
938436,Hangaround & Nobody Hops-A-Daisy tölkki,United Gypsies Brewery,"0,33 l",6.42,19.45,,600,oluet,,vegaaninen,ipa,Suomi,,,,Saattaa sisältää sakkaa,,"Keltainen, samea, runsasvaahtoinen, keskitäyteläinen, erittäin voimakkaasti humaloitu, aprikoosinen, yrttinen, sitruksinen",tölkki,metallipakkaus,7.0,,,16,,71.0,60.0,tilausvalikoima,6430067774653
757174,Hiisi Aarni Kuusenkerkkä Ale,Hiisi,"0,33 l",4.78,14.18,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Meripihkanruskea, samea, täyteläinen, voimakkaasti humaloitu, pähkinäinen, rukiinen, kuusenkerkkäinen, hedelmätorttuinen, hennon pihkainen, valkopippurinen",pullo,kruunukorkki,6.9,,,16.699999999999999,,67.0,60.0,vakiovalikoima,6430052171863
754844,Hiisi Gosebump Raspberry & Passionfruit Gose,Panimoyhtiö Hiisi,"0,33 l",4.50,13.33,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Punertava, keskitäyteläinen, miedosti humaloitu, vehnämaltainen, vadelmainen, kevyen passionhedelmäinen, suolainen, kirpeä",pullo,kruunukorkki,5.5,,,13,,,50.0,vakiovalikoima,6430052174260
745254,Hiisi Humulus Lupus Double IPA,Panimoyhtiö Hiisi,"0,33 l",4.90,14.55,,600,oluet,,,ipa,Suomi,,,,Saattaa sisältää sakkaa. Gluteeniton. Pienpanimo,,"Kinuskinruskea, samea, täyteläinen, erittäin voimakkaasti humaloitu, karamellimaltainen, sitruksinen, kuivatun aprikoosinen, kukkainen, greippinen",pullo,kruunukorkki,9.0,,,20.100000000000001,35.2,90.0,80.0,vakiovalikoima,6430052171870
773224,Hiisi Huu Red Wine Old Ale,Panimoyhtiö Hiisi,"0,33 l",4.89,14.52,,600,oluet,Ale,,ale,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Kastanjanruskea, täyteläinen, keskiasteisesti humaloitu, mallasleipäinen, luumuinen, rusinainen, pähkinäinen, hennon hapankirsikkainen, yrttinen",pullo,kruunukorkki,8.0,,,18.600000000000001,,22.0,70.0,vakiovalikoima,6430052174291
911372,Hiisi Ikiiurso Islay Barrel Aged Imperial Stout,Panimoyhtiö Hiisi,"0,33 l",8.99,26.94,,600,oluet,Stout & Porter,,stout & porter,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Musta, samea, erittäin täyteläinen, erittäin voimakkaasti humaloitu, paahtomaltainen, espressomainen, tummasuklainen, tervainen, turpeinen, yrttinen, hennon salmiakkitoffeinen",pullo,kruunukorkki,12.0,,,28.899999999999999,,103.0,110.0,vakiovalikoima,6430052173157
756134,Hiisi Iku-Turso Barrel Aged Imperial Stout 2020,Panimoyhtiö Hiisi,"0,33 l",5.89,17.55,,600,oluet,Stout & Porter,,stout & porter,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Ruskeanmusta, samea, täyteläinen, erittäin voimakkaasti humaloitu, paahtomaltainen, hapankirsikkainen, espressomainen, yrttinen",pullo,kruunukorkki,9.0,,,22.5,,80.0,80.0,vakiovalikoima,6430052173423
753274,Hiisi Iku-Turso Imperial Stout,Panimoyhtiö Hiisi,"0,33 l",4.90,14.55,,600,oluet,Stout & Porter,,stout & porter,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Ruskeanmusta, samea, runsasvaahtoinen, täyteläinen, voimakkaasti humaloitu, paahtomaltainen, mallasleipäinen, tumman luumuinen, kahvinen, mausteinen, runsas",pullo,kruunukorkki,9.0,,,20.800000000000001,147.0,76.0,80.0,vakiovalikoima,6430052171788
764954,Hiisi Inki Ginger Pale Ale,Panimoyhtiö Hiisi,"0,33 l",3.99,11.79,,600,oluet,Erikoisuus,ympäristövastuullinen pakkaus,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa. Gluteeniton. Pienpanimo,,"Oljenkeltainen, keskitäyteläinen, voimakkaasti humaloitu, sitruksinen, kevyen hunajainen, inkiväärinen, mausteinen, raikas",pullo,kruunukorkki,5.7,,,13.4,15.0,40.0,50.0,vakiovalikoima,6430052172440
751154,Hiisi Itse Gooseberry Sour,Panimoyhtiö Hiisi,"0,33 l",4.78,14.18,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Viljankeltainen, samea, keskitäyteläinen, miedosti humaloitu, karviaismainen, sitruksinen, valkoherukkainen, hennon tallinen, kevyen rosmariininen, hapan",pullo,kruunukorkki,6.0,,,13.300000000000001,,13.0,50.0,vakiovalikoima,6430052173621
773194,Hiisi Jumi Juicy IPA,Panimoyhtiö Hiisi,"0,33 l",4.90,14.55,uutuus,600,oluet,,,ipa,Suomi,,,,Saattaa sisältää sakkaa,,"Kellanruskea, samea, täyteläinen, keskiasteisesti humaloitu, maltainen, aprikoosinen, runsaan hedelmäinen, kevyen sitruksinen, hennon ruohoinen",pullo,kruunukorkki,6.2,,,13.5,,37.0,50.0,erikoiserä,6430052174550
756124,Hiisi Kipinätär Imperial Stout,Panimoyhtiö Hiisi,"0,33 l",6.95,20.76,,600,oluet,Stout & Porter,,stout & porter,Suomi,,,,Saattaa sisältää sakkaa,,"Ruskeanmusta, erittäin täyteläinen, voimakkaasti humaloitu, paahtomaltainen, espressomainen, suklainen, marjainen, hennon limettinen, kevyen chilinen",pullo,kruunukorkki,11.0,,,24.199999999999999,,72.0,90.0,vakiovalikoima,6430052173775
783044,Hiisi Kouko Barley Wine Barrel Aged,Panimoyhtiö Hiisi,"0,33 l",5.90,17.58,,600,oluet,Erikoisuus,ympäristövastuullinen pakkaus,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Kuparinruskea, samea, täyteläinen, voimakkaasti humaloitu, hedelmätorttuinen, rukiinen, hennon siirappinen, tamminen, havuinen",pullo,kruunukorkki,10.5,,,22.699999999999999,,56.0,80.0,vakiovalikoima,6430052174185
756034,Hiisi Kuu White Wine Pale Ale,Panimoyhtiö Hiisi,"0,33 l",4.89,14.52,,600,oluet,,,ipa,Suomi,,,,Saattaa sisältää sakkaa,,"Meripihkankeltainen, samea, keskitäyteläinen, keskiasteisesti humaloitu, maltainen, rypäleinen, sitruksinen, mangoinen, hennon kukkainen",pullo,kruunukorkki,8.0,,,18.199999999999999,,26.0,70.0,vakiovalikoima,6430052174314
707234,Hiisi Loviatar Rye Wine,Panimoyhtiö Hiisi,"0,33 l",5.48,16.3,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa,,"Pähkinänruskea, erittäin täyteläinen, voimakkaasti humaloitu, maltainen, rukiinen, luumuinen, tummasuklainen, pähkinäinen",pullo,kruunukorkki,11.0,,,23.899999999999999,,64.0,90.0,vakiovalikoima,6430052174420
797244,Hiisi Otus Rye NEIPA,Panimoyhtiö Hiisi,"0,33 l",4.69,13.91,,600,oluet,,,ipa,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Viljankeltainen, samea, täyteläinen, voimakkaasti humaloitu, keksinen, greippinen, appelsiininen, kukkainen, valkopippurinen, raikas",pullo,kruunukorkki,6.2,,,14.1,,54.0,50.0,vakiovalikoima,6430052173782
783604,Hiisi Rahko Red Wine Sour,Panimoyhtiö Hiisi,"0,33 l",4.89,14.52,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa,,"Punaruskea, täyteläinen, miedosti humaloitu, vehnäinen, maltainen, kirpeä, hedelmäinen, aprikoosinen, kirsikkainen, mustikkainen, yrttinen",pullo,kruunukorkki,6.7,,,14.1,,18.0,50.0,vakiovalikoima,6430052174444
753004,Hiisi Raivoava Rakki Amber IPA,Panimoyhtiö Hiisi,"0,33 l",4.48,13.27,,600,oluet,,ympäristövastuullinen pakkaus,ipa,Suomi,,,,Saattaa sisältää sakkaa. Gluteeniton. Pienpanimo,,"Kuparinruskea, samea, täyteläinen, voimakkaasti humaloitu, hedelmäinen, mausteinen",pullo,kruunukorkki,6.2,,,14.300000000000001,23.0,65.0,50.0,vakiovalikoima,6430052171849
794464,Hiisi Ruisperkele Extra IPA,Panimoyhtiö Hiisi,"0,33 l",4.88,14.48,,600,oluet,,,ipa,Suomi,,,,Saattaa sisältää sakkaa,,"Kuparinkeltainen, täyteläinen, erittäin voimakkaasti humaloitu, karamellimaltainen, kuivahedelmäinen, ruisleipäinen, havuinen, mausteinen",pullo,kruunukorkki,8.5,,,20.100000000000001,,83.0,80.0,vakiovalikoima,6430052172785
709904,Honkavuoren Double Doc Emeritus,Panimo Honkavuori,"0,33 l",5.80,17.27,,600,oluet,Ale,,ale,Suomi,,,,Pienpanimo,,"Kastanjanruskea, samea, täyteläinen, keskiasteisesti humaloitu, hedelmätorttuinen, luumuinen, pähkinäinen, kevyen kinuskinen, yrttinen",pullo,kruunukorkki,8.5,,,20.300000000000001,,30.0,80.0,vakiovalikoima,6430063150222
754474,Honkavuoren Emigrantti American Strong ale,Panimo Honkavuori,"0,33 l",4.66,13.82,,600,oluet,Ale,,ale,Suomi,,,,Pienpanimo,,"Kastanjanruskea, täyteläinen, erittäin voimakkaasti humaloitu, hedelmätorttuinen, pähkinäinen, kinuskinen, yrttinen, tasapainoinen",pullo,kruunukorkki,7.7,,,18.399999999999999,,74.0,70.0,vakiovalikoima,6430063150239
939326,Honkavuoren Grand Cru Barley Wine,Panimo Honkavuori,"0,33 l",5.96,17.76,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa,,"Punertavan keltainen, täyteläinen, miedosti humaloitu, hedelmäinen, aromikas",pullo,kruunukorkki,10.5,,,18.5,,23.0,70.0,tilausvalikoima,6430063150307
758424,Honkavuoren Heili Vehnäolut,Panimo Honkavuori,"0,33 l",4.33,12.82,,600,oluet,Vehnäolut,vegaaninen,vehnäolut,Suomi,,,,Pienpanimo,,"Meripihkankeltainen, samea, täyteläinen, miedosti humaloitu, vehnämaltainen, kypsän hedelmäinen, neilikkainen, kevyen hunajainen",pullo,kruunukorkki,6.6,,,17.199999999999999,,23.0,60.0,vakiovalikoima,6430063150031
944524,Honkavuoren Taiga North Carelian Porter,Panimo Honkavuori,"0,33 l",5.16,15.33,,600,oluet,Stout & Porter,,stout & porter,Suomi,,,,Pienpanimo,,"Ruskea, täyteläinen, keskiasteisesti humaloitu, paahtomaltainen, kevyen kahvinen, hennon muurinpohjalettuinen",pullo,kruunukorkki,6.6,,,19.100000000000001,165.0,26.0,70.0,vakiovalikoima,6430063150109
923342,Honkavuori Taiga Whisky Porter 2020,Panimo Honkavuori,"0,75 l",16.97,22.49,,600,oluet,Stout & Porter,,stout & porter,Suomi,,2020,,Saattaa sisältää sakkaa,,"Mustanruskea, täyteläinen, keskiasteisesti humaloitu, savuinen, paahteinen, aromikas",pullo,kruunukorkki,10.7,,,24.699999999999999,,28.0,90.0,tilausvalikoima,6430063150314
918385,Iso-Kallan Lakkaa Juomasta,Iso-Kallan Panimo,"0,33 l",4.76,14.12,,600,oluet,Erikoisuus,ympäristövastuullinen pakkaus,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa,,"Meripihkankeltainen, täyteläinen, keskiasteisesti humaloitu, hedelmäinen",pullo,kruunukorkki,7.0,,,15.199999999999999,,25.0,60.0,tilausvalikoima,6430052491763
763954,Iso-Kallan Lakkaa Juomasta,Iso-Kallan Panimo,"0,33 l",4.76,14.12,,600,oluet,Erikoisuus,ympäristövastuullinen pakkaus,erikoisuus,Suomi,,,,Saattaa sisältää sakkaa. Pienpanimo,,"Meripihkankeltainen, täyteläinen, keskiasteisesti humaloitu, vehnäinen, limettinen, hedelmäinen, kevyen lakkahilloinen, hennon kukkainen",pullo,kruunukorkki,7.0,,,15.199999999999999,,25.0,60.0,erikoiserä,6430052491763
904293,Iso-Kallan Pimeyden Morsian Imperial Stout,Iso-Kallan Panimo,"0,33 l",5.02,14.91,,600,oluet,Stout & Porter,ympäristövastuullinen pakkaus,stout & porter,Suomi,,,,Pienpanimo,,"Mustanruskea, täyteläinen, keskiasteisesti humaloitu, paahtomaltainen, kaakaoinen, kahvinen, taatelinen, kevyen siirappinen, hennon mausteinen",pullo,kruunukorkki,8.0,,,19.699999999999999,,29.0,70.0,vakiovalikoima,6430052491084
711244,Iso-Kallan Savu Kekri,Iso-Kallan Panimo,"0,33 l",4.19,12.39,,600,oluet,Erikoisuus,ympäristövastuullinen pakkaus,erikoisuus,Suomi,,,,Pienpanimo,,"Kuparinruskea, täyteläinen, keskiasteisesti humaloitu, mallasleipäinen, kevyen siirappinen, savuinen, hennon kahvinen",pullo,kruunukorkki,5.5,,,13.199999999999999,,29.0,50.0,vakiovalikoima,6430052491114
723954,Iso-Kallan Tuco,Iso-Kallan Panimo,"0,33 l",4.45,13.18,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,Pienpanimo,,"Mahonginruskea, täyteläinen, keskiasteisesti humaloitu, mallasleipäinen, luumuinen, savuinen, siirappinen, paahteinen, tummasuklainen",pullo,kruunukorkki,7.0,,,16.600000000000001,,34.0,60.0,vakiovalikoima,6430052491466
752044,Jacobstads Bitter Brexit British Ale,Pedersöre Hantverksbryggeri,"0,33 l",5.42,16.42,,600,oluet,Ale,,ale,Suomi,,,,Pienpanimo,,"Kuparinruskea, samea, runsasvaahtoinen, keskitäyteläinen, keskiasteisesti humaloitu, karamellimaltainen, hedelmätorttuinen, kevyen pähkinäinen, yrttinen",pullo,kruunukorkki,5.0,,,12.199999999999999,,31.0,50.0,vakiovalikoima,6430066980284
752324,Jacobstads Dasher Majestic India Pale Ale,Pedersöre Hantverksbryggeri,"0,33 l",5.22,15.82,,600,oluet,Ale,ympäristövastuullinen pakkaus,ale,Suomi,,,,Pienpanimo,,"Sitruunankeltainen, samea, täyteläinen, erittäin voimakkaasti humaloitu, keksinen, hedelmäinen, sitruksinen, greippinen, havuinen",pullo,kruunukorkki,6.2,,,12.9,,75.0,50.0,vakiovalikoima,6430066980086
919905,Kahakka Anno 1620 Tar Porter,Kahakka Brewery,"0,75 l",45.02,60.03,,600,oluet,Stout & Porter,,stout & porter,Suomi,,,,Pienpanimo,,"Ruskeanmusta, täyteläinen, keskiasteisesti humaloitu, savuinen, aromikas",pullo,luonnonkorkki,8.5,,,20.699999999999999,,29.0,80.0,tilausvalikoima,6430068870262
792384,Kakola Atelier 02,Kakola Brewing Company,"0,33 l",5.97,18.09,,600,oluet,Stout & Porter,ympäristövastuullinen pakkaus,stout & porter,Suomi,,,,Saattaa sisältää sakkaa,,"Tummanruskea, keskitäyteläinen, keskiasteisesti humaloitu, suklaamaltainen, kuivahedelmäinen, kahvinen, kevyen kaakaoinen, kermainen",pullo,kruunukorkki,6.5,,,15,,30.0,60.0,erikoiserä,6430069610553
911431,Kakola Atelier 08 DDH IPA,Kakola Brewing Company,"0,33 l",4.97,15.06,,600,oluet,,ympäristövastuullinen pakkaus,ipa,Suomi,,,,Sisältää sakkaa,,"Vaaleankeltainen, samea, runsasvaahtoinen, keskitäyteläinen, voimakkaasti humaloitu, appelsiininen, greippinen, maltainen",pullo,kruunukorkki,5.9,,,13.9,,40.0,50.0,tilausvalikoima,6430069610843
776934,Kakola Atelier 10,Kakola Brewing Company,"0,33 l",7.98,24.18,,600,oluet,Erikoisuus,ympäristövastuullinen pakkaus,erikoisuus,Suomi,,,,Sisältää sakkaa,,"keskitäyteläinen, keskiasteisesti humaloitu, vadelmainen, karhunvatukkainen, herukkainen, hennon tallinen, kirpeä",pullo,kruunukorkki,6.5,,,14,,5.0,50.0,erikoiserä,6430069610676
756014,Kakola Funi Dry Hopped Saison,Kakola Brewing Company,"0,33 l",6.05,18.33,,600,oluet,Erikoisuus,ympäristövastuullinen pakkaus,erikoisuus,Suomi,,,,Pienpanimo,,"Kullankeltainen, samea, keskitäyteläinen, keskiasteisesti humaloitu, maltainen, kevyen vehnämaltainen, sitruksinen, yrttinen",pullo,kruunukorkki,6.2,,,12.800000000000001,,38.0,50.0,vakiovalikoima,6430069610249
921514,Kakola Hallon HKI Raspberry Brett Ale,Kakola Brewing Company,"0,75 l",16.97,22.63,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,,,"Punainen, runsasvaahtoinen, kevyt, miedosti humaloitu, hedelmäinen, maltainen, mausteinen",pullo,kruunukorkki,6.7,,,13.9,,4.0,50.0,tilausvalikoima,6430069610829
785584,Kakola Lauha Imperial Stout,Kakola Brewing,"0,33 l",7.80,23.64,,600,oluet,Stout & Porter,ympäristövastuullinen pakkaus,stout & porter,Suomi,,,,Pienpanimo,,"Ruskeanmusta, täyteläinen, erittäin voimakkaasti humaloitu, paahtomaltainen, tummasuklainen, espressomainen, yrttinen, runsas",pullo,kruunukorkki,9.0,,,20.600000000000001,,81.0,80.0,vakiovalikoima,6430069610126
918881,Kakola Riviera IPA,Kakola Brewing Company,"0,33 l",4.94,14.97,,600,oluet,,ympäristövastuullinen pakkaus,ipa,Suomi,,,,Pienpanimo,,"Keltaruskea, runsasvaahtoinen, täyteläinen, voimakkaasti humaloitu, hedelmäinen, aromikas, yrttinen",pullo,kruunukorkki,6.5,,,15,,59.0,60.0,tilausvalikoima,6430069610096
904913,Kanavan Motti Karamellistout,Kanavan Panimo,"0,33 l",5.24,15.88,,600,oluet,Stout & Porter,ympäristövastuullinen pakkaus,stout & porter,Suomi,,,,Pienpanimo,,"Musta, täyteläinen, keskiasteisesti humaloitu, kahvinen, karamellinen, paahteinen",pullo,kruunukorkki,6.8,,,17.699999999999999,,36.0,70.0,tilausvalikoima,6430063970387
